"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,49.9177419887172,6.33464510425966
"2",2022-03-08 00:00:05,1,303,100,49.5467530601303,6.04467047525484
"3",2022-03-08 00:00:10,1,303,100,49.4724369292879,5.07130081897014
"4",2022-03-08 00:00:15,1,303,100,49.5644591027201,6.23609625413996
"5",2022-03-08 00:00:20,1,303,100,48.9487830557412,6.64525785618942
"6",2022-03-08 00:00:25,1,303,100,48.8319825784117,5.89656063204259
"7",2022-03-08 00:00:30,1,303,100,49.0428688768916,6.10775475949113
"8",2022-03-08 00:00:35,1,303,100,46.9639014103596,5.78976381895672
"9",2022-03-08 00:00:40,1,303,100,49.6663262781584,5.74534683036364
"10",2022-03-08 00:00:45,1,303,100,49.1582010734584,6.17194886110757
"11",2022-03-08 00:00:50,1,303,100,50.5277946284432,5.77461544121712
"12",2022-03-08 00:00:55,1,303,100,49.5926720463918,5.95554357979217
"13",2022-03-08 00:01:00,1,303,100,47.3293694503675,6.23764426770856
"14",2022-03-08 00:01:05,1,303,100,46.1426148203618,5.93584090517485
"15",2022-03-08 00:01:10,1,303,100,49.3437223278941,5.74144586529017
"16",2022-03-08 00:01:15,1,303,100,49.8459104574821,6.24494949467196
"17",2022-03-08 00:01:20,1,303,100,49.9665856806681,5.32985013427604
"18",2022-03-08 00:01:25,1,303,100,48.7063109391717,6.19661370170474
"19",2022-03-08 00:01:30,1,303,100,48.1223213030821,6.02622421975584
"20",2022-03-08 00:01:35,1,303,100,49.1934617701014,6.62004341883477
"21",2022-03-08 00:01:40,1,303,100,48.5481261795838,6.17034121269132
"22",2022-03-08 00:01:45,1,303,100,50.1121775903705,6.29993926700356
"23",2022-03-08 00:01:50,1,303,100,48.4203831802492,5.76265272569838
"24",2022-03-08 00:01:55,1,303,100,49.0719527985411,6.10580378435958
"25",2022-03-08 00:02:00,1,303,100,49.7074432239716,5.95325664009315
"26",2022-03-08 00:02:05,1,303,100,47.0033279517666,5.84380068660313
"27",2022-03-08 00:02:10,1,303,100,48.9213805955011,5.94015475455252
"28",2022-03-08 00:02:15,1,303,100,48.0591305430897,5.89779403252946
"29",2022-03-08 00:02:20,1,303,100,47.5336022078592,6.38895998525334
"30",2022-03-08 00:02:25,1,303,100,49.0103863894261,6.0905902931427
"31",2022-03-08 00:02:30,1,303,100,50.6605347108405,6.16353105215183
"32",2022-03-08 00:02:35,1,303,100,50.3628235692227,5.86369394587911
"33",2022-03-08 00:02:40,1,303,100,47.615584601565,5.14021015541496
"34",2022-03-08 00:02:45,1,303,100,50.1173128906144,5.84400227883299
"35",2022-03-08 00:02:50,1,303,100,49.1108650525335,6.03812822855518
"36",2022-03-08 00:02:55,1,303,100,47.4878032655207,5.74429021427931
"37",2022-03-08 00:03:00,1,303,100,49.5065809277514,5.82348155410402
"38",2022-03-08 00:03:05,1,303,100,48.6945465035083,6.20379258935395
"39",2022-03-08 00:03:10,1,303,100,50.8306277195112,5.7137968190591
"40",2022-03-08 00:03:15,1,303,100,49.2248752277443,5.93810547430758
"41",2022-03-08 00:03:20,1,303,100,50.2696643247442,5.67567256958424
"42",2022-03-08 00:03:25,1,303,100,50.3205480789581,5.56773219854812
"43",2022-03-08 00:03:30,1,303,100,48.5021419975941,5.4785425110096
"44",2022-03-08 00:03:35,1,303,100,48.9853674045218,5.65012441226854
"45",2022-03-08 00:03:40,1,303,100,49.7836977122177,5.54959423211141
"46",2022-03-08 00:03:45,1,303,100,48.0234194698638,6.1181567997813
"47",2022-03-08 00:03:50,1,303,100,47.3633498089439,6.35936114452906
"48",2022-03-08 00:03:55,1,303,100,49.4759135139214,6.08458491006838
"49",2022-03-08 00:04:00,1,303,100,48.6156565948677,5.54715545624716
"50",2022-03-08 00:04:05,1,303,100,49.8507082761013,5.81362467181703
"51",2022-03-08 00:04:10,1,303,100,49.0799301056203,6.03496998918587
"52",2022-03-08 00:04:15,1,303,100,50.4292633425986,5.80006844739178
"53",2022-03-08 00:04:20,1,303,100,49.0524374127083,6.17920004566994
"54",2022-03-08 00:04:25,1,303,100,47.2621429567588,6.23956282941716
"55",2022-03-08 00:04:30,1,303,100,49.1766580713463,6.35864264929091
"56",2022-03-08 00:04:35,1,303,100,50.6021238989014,5.82287444756349
"57",2022-03-08 00:04:40,1,303,100,47.0733994512154,5.83311530628826
"58",2022-03-08 00:04:45,1,303,100,48.3189932323138,5.77141185427416
"59",2022-03-08 00:04:50,1,303,100,47.9753914167328,5.69310153909568
"60",2022-03-08 00:04:55,1,303,100,49.9565185118305,6.49165428695748
"61",2022-03-08 00:05:00,1,303,100,49.3770369151321,5.70596926733636
"62",2022-03-08 00:05:05,1,303,100,47.8947297020762,6.3721938533754
"63",2022-03-08 00:05:10,1,303,100,47.5149379047931,5.99184878938719
